GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup,181,0,10,0,50,0,20,0,15,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConstantLookup,109,0,8,0,32,0,10,0,6,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup.Variable,68,0,4,0,23,0,8,0,6,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConfigurationInterpolator,311,0,42,0,80,0,47,0,26,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ConfigurationInterpolator.new StrLookup() {...},18,0,2,0,3,0,3,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup.new StrLookup() {...},21,0,2,0,3,0,3,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,ExprLookup.Variables,20,0,2,0,7,0,4,0,3,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,SystemPropertiesLookup,11,0,0,0,4,0,2,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,EnvironmentLookup,6,0,0,0,2,0,2,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,DefaultLookups,63,0,0,0,10,0,4,0,4,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,InterpolatorSpecification,39,0,0,0,14,0,5,0,5,0
Apache Commons Configuration,org.apache.commons.configuration2.interpol,DummyLookup,16,0,0,0,3,0,2,0,2,0
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletConfiguration,26,0,0,0,8,0,4,0,4,0
Apache Commons Configuration,org.apache.commons.configuration2.web,BaseWebConfiguration,51,0,8,0,10,0,10,0,6,0
Apache Commons Configuration,org.apache.commons.configuration2.web,AppletConfiguration,45,0,4,0,9,0,5,0,3,0
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletContextConfiguration,29,0,0,0,9,0,4,0,4,0
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletFilterConfiguration,21,0,0,0,6,0,3,0,3,0
Apache Commons Configuration,org.apache.commons.configuration2.web,ServletRequestConfiguration,77,0,10,0,17,0,8,0,3,0
Apache Commons Configuration,org.apache.commons.configuration2.spring,ConfigurationPropertiesFactoryBean,160,0,20,0,35,0,24,0,14,0
Apache Commons Configuration,org.apache.commons.configuration2.spring,ConfigurationPropertySource,40,0,2,0,10,0,5,0,4,0
